comedians,bios
michael che,"[['stand-up', 'comedian', 's', 'controversial', 'iconic', 'first', 'hour-long', 'stand-up', 'special', 'first', 'special', 'Half-Hour', 'stand-up', 'first-ever', 'stand-up', 'Late', 'second', 'late', 'late', 'numerous', 'other', 'weekly'], ['lower'], ['Hottest'], ['New', 'York', 'Michael', 'Che', 'Stone', '’', 'Funniest', '”', 'Buzzfeed', 'Comedy', 'Variety', '’', '“', 'Top', 'Manhattan', 'Che', '’', 'Che', 'Saturday', 'Night', 'Live', '’', '“', 'Weekend', 'Update', '”', 'Michael', 'Michael', 'Che', 'Matters', 'Netflix', 'Comedy', 'Central', '’', 'Prior', 'SNL', 'Che', 'Comedy', 'Central', '’', 'Emmy', 'Peabody', 'Award-winning', 'Daily', 'Show', 'Jon', 'Stewart', 'NBC', 'Night', 'Seth', 'Meyers', 'CBS', 'Late', 'Show', 'David', 'Letterman', 'Che', 'Chris', 'Rock', '’', 'Top', 'Five', 'Comedy', 'Central', '@', 'Midnight', 'Vh1', '’', 'Best', 'Week', 'Ever'], ['People', 'Comics'], ['quickly', 'currently', 'also', 'recently'], [], ['most']]"
michael kosta,"[['stand-up', 'former', 'co-executive', 'own', 'special', 'first', 'Attractive', 'know-it-all', '’', 'successful', 'web'], [], ['Most', 'guest'], ['Michael', 'Kosta', 'Daily', 'Show', 'Trevor', 'Noah', 'Kosta', 'Comment', 'Fox', 'Sports', '’', 'Crowd', 'Goes', 'Wild', 'Kosta', 'HBO', 'Comedy', 'Arts', 'Festival', 'Aspen', 'Tonight', 'Show', 'Jay', 'Leno', 'Chelsea', 'Lately', 'Conan', '@', 'Midnight', 'Late', 'Night', 'Seth', 'Just', 'Laughs', 'Festival', 'Montreal', 'Comedy', 'Central', 'Michael', 'Kosta', 'Kosta', 'Comedy', 'Michael', 'Soup', 'Investigates', 'G4', 'Attack', 'Show', 'Currently', 'Michael', 'Comedy', 'Central', '’', 'Snapchat', 'Worst', 'Birthday', 'Sports', 'Kosta', 'Basement'], ['Meyers'], ['recently', 'Shortly', 'also', 'recently', 'also'], [], []]"
michael mcdonald,"[['American', 'comedian', 'contributing', 'several', 'comedy-drama', 'several', 'various', 's', 'bad', 'first', 'hour-long', 'special', 'available'], [], ['Best', 'guest', 'guest', 'Most'], ['Michael', 'McDonald', 'MADtv', 'McDonald', 'MADtv', 'McDonald', 'Heaven', 'Scrubs', 'ABC', '’', 'Cougar', 'Town', 'Michael', 'Seinfeld', 'Ellen', 'Just', 'Shoot', 'Me', 'NewsRadio', 'Desperate', 'Housewives', 'Pushing', 'Daisies', 'Michael', 'Showtime', '’', 'House', 'Web', 'Therapy', 'Heat', 'Sandra', 'Bullock', 'Melissa', 'McCarthy', 'McDonald', 'Michael', 'McDonald', 'Model', 'Citizen', 'Showtime', 'Amazon'], ['Lies'], ['also', 'also', 'recently', 'also'], [], []]"
michael winslow,"[['vocal', 'remarkable', 'admirable', 'enjoyable', 'incomparable', 'unforgettable', 'instant', 'great'], [], [], ['Michael', 'Jimi', 'Hendrix', 'Director', 'Hugh', 'Wilson', 'Paul', 'Manslanski', 'Michael', 'Long', 'Beach', 'Theater', 'Count', 'Basie', 'Orquestra', 'Wilson', 'Manslanski', 'Police', 'Academy', 'VII', 'Michael', 'Geico'], [], ['alone', 'truly', 'away', 'immediately', 'As', 'soon', 'out', 'so', ""n't""], [], []]"
michael yo,"[['two-time', 'comedian', 'busy', 'stand-up', 'self-proclaimed', '“', 'Korean', 'hilarious', 'heartfelt', 'stand-up', 'special', 'reoccurring', 'upcoming', 'new', 'daily', 'co-hosting', 'hot'], [], ['guest'], ['Emmy', 'Michael', 'Yo', 'Hollywood', 'Michael', 'Chelsea', 'Handler', 'Jo', 'Koy', 'Half-Black', 'Brother', 'Mother', 'Blasian', 'Michael', 'Kevin', 'Can', 'Wait', 'Damon', 'Wayan', 'Jr.', 'Happy', 'Together', 'CBS', 'Facebook', 'Facebook', 'Watch', 'Starter', 'Pack', 'Michael', 'Hits1', 'Hollywood', 'Michael', 'Yo', 'Show', 'EW', 'SiriusXM', 'Michael', 'Insider', 'Extra', 'E', 'News', 'CBS', 'Wendy', 'Williams', 'Show'], ['’'], ['now', 'recently', 'first', 'daily', 'as', 'well', 'previously'], [], ['most']]"
michael carbonaro,"[['other', 'devious', 'unbelievable', 'jam-packed', 'hilarious', 'mind-blowing', 'live', 'bizarre', 'own', 'live', 'hit', 'magical', 'viral', 'unique', 'unsuspecting', 'own', 'second', 'many'], [], [], ['Michael', 'Carbonaro', 'Michael', 'Carbonaro', 'Live', 'New', 'York', 'Times', 'Michael', 'Genial', 'Carbonaro', 'Tonight', 'Show', 'Jay', 'Leno', 'Michael', 'Carbonaro', 'Effect', 'Michael', 'CBS', 'Rush', 'Hour', 'HBO', 'Newsroom', 'NBC', 'Rock', 'TV', 'Land', 'Happily', 'Divorced', 'Michael', 'OutFest', 'Best', 'Actor', 'Award', 'Magician', 'Academy', 'Magical', 'Arts'], [], ['ever', 'charmingly', 'now', 'not', 'just', 'back', 'utterly', 'just', 'currently', 'also'], [], []]"
michael ian black,"[['humorous', 'special', '“', 'Famous', 'first', 'Wonderful', 'popular', 'new', 'fellow', 'comedian', 's', 'such', 'seminal', 'Other', 'quirky', 'witty', 's', 'uptight', 'American'], [], ['latest'], ['Michael', 'Ian', 'Black', 'Black', '’', '”', 'Black', 'Tom', 'Cavanagh', 'Mike', 'Tom', 'Eat', 'Snacks', 'Michael', 'Showalter', 'Topics', 'D.L', 'Hughley', 'Trust', 'Me', 'Gameshow', 'Host', 'TBS', 'Black', '’', 'State', 'Viva', 'Variety', 'Stella', 'Michael', 'Michael', 'Have', 'Issues', '“', 'Phil', '”', 'Ed', 'Black', '’', 'Hell', 'Baby', 'Wet', 'Hot', 'American', 'Summer', 'Take', 'Me', 'Home', 'Tonight', 'Reno', 'Ten', 'Baxter', 'Black', 'Comedy', 'Central', 'Period', 'Daniel', 'TVLand', 'Jim', 'Gaffigan', 'Show', 'McKinley', 'Wet', 'Hot', 'American', 'Summer', 'Wet', 'Hot', 'Summer', 'First', 'Day', 'Camp', 'Netflix'], [], ['regularly', 'Very', 'currently', 'currently', 'also', 'as', 'well'], [], []]"
michelle wolf,"[['influential', 'critically-acclaimed', 'international', 'much', 'first', 'hour-long', 'stand-up', 'special', 'last', 'well-reviewed', 'special', 'wide', 'surprising', 'everyday', '“', 'on-air', 'Late', 'late-night', 'comic', 'popular', 'digital', 's', 'Top', 's', 'successful', 'first', 'hour-long', 'stand-up'], ['more'], ['Funniest', 'funniest'], ['Michelle', 'Wolf', 'Break', 'Michelle', 'Wolf', 'Netflix', 'Michelle', 'White', 'House', 'Correspondents', 'Dinner', 'Wolf', 'Michelle', 'Wolf', 'Nice', 'Lady', 'HBO', '’', 'Primetime', 'Emmy', 'Outstanding', 'Writing', 'A', 'Variety', 'Special.', '”', 'Previously', 'Wolf', 'Comedy', 'Central', '’', 'Daily', 'Show', 'Trevor', 'Noah', 'Night', 'Seth', 'Meyers', 'July', '‘', 'Grown-Up', 'Annie.', '’', 'Wolf', 'Comedy', 'Central', 'Academy', 'Awards', 'Michelle', 'Vulture', '’', 'NYC', '”', 'TimeOut', 'New', 'York', 'Rolling', 'Stone', '’', '“', 'Twitter', '”', '@', 'Wolf', 'Edinburgh', 'Fringe', 'Festival', 'Michelle', 'Wolf', 'Brave'], ['Comedians'], ['quickly', 'recently', 'also', 'late', 'as', 'well', 'regularly', 'also', 'Now', 'right', 'now', 'So'], [], ['most']]"
mick foley,"[['three-time', 'one-man', 'spoken-word', 'trademark', 'self-penned', 'best-selling', 'like', 'unique', 'porn-star', '’', 's', 'eclectic', 'surreal'], [], ['latest'], ['Mick', 'Foley', 'WWE', 'WWE', 'Hall', 'Fame', 'Mick', 'Tales', 'Wrestling', 'Past', 'Mick', '’', 'New', 'York', 'Times', 'Mick', '“', 'United', 'President', 'Rock', 'Boy', 'Meets', 'World', 'Gotham', 'Comedy', 'Live', 'Apprentice', 'Foley', 'Past', '”', 'Join', 'Hardcore', 'Legend', 'Mick', 'Foley'], ['States'], ['Now', 'first'], [], []]"
middleditch schwartz,"[['long', 'Emmy', 'Award-winning', 'comedian', 'upcoming', 'Happy', 'national', 'Dead', '“', 'Recent', 'opposite', 'lead', 'independent', 'frequent'], [], ['latest'], ['Comedy', 'Works', 'Entertainmnet', 'Presents', 'Middleditch', 'Schwartz', 'Thomas', 'Middleditch', 'Silicon', 'Valley', 'Ben', 'Schwartz', 'Parks', 'Recreation', 'House', 'Ben', 'Schwartz', 'House', 'Recreation', 'Netflix', 'Anniversary', 'Outside', 'Toronto', 'International', 'Film', 'Festival', 'September', 'Grandma', 'Bad', 'News', 'Baby', 'Animals', 'Ben', '’', 'Things', 'Know', 'Dating', 'Idiot', 'Laura', 'Moses', 'Hachette', 'Books', 'Ben', 'Laura', 'CBS', 'Gary', 'Sanchez', 'Productions', 'Thomas', 'Middleditch', 'HBO', 'Silicon', 'Valley', 'Mike', 'Judge', 'Altschuler', 'Krinsky', 'JOSHIE', 'Jeff', 'Baena', 'Sundance', 'Film', 'Festival', 'UNT', 'DETECTIVE', 'PROJECT', 'Bruce', 'Willis', 'John', 'Goodman', 'Voltage', 'Thomas', 'THE', 'FINAL', 'GIRLS', 'Todd', 'Strauss', 'Schulson', 'Sony', 'THE', 'BRONZE', 'Brian', 'Buckley', 'Named', 'Variety', 'Thomas', 'THE', 'WOLF', 'OF', 'WALL', 'STREET', 'Martin', 'Scorsese', 'THE', 'CAMPAIGN', 'Jay', 'Roach', 'FUN', 'SIZE', 'Josh', 'Schwartz', 'Paramount', 'BEING', 'FLYNN', 'Chris', 'Weitz', 'Focus', 'Features', 'THE', 'OTHER', 'GUYS', 'Adam', 'McKay', 'Sony', 'Pictures', 'SPLINTERHEADS', 'Additionally', 'Thomas', 'Improvised', 'Shakespeare', 'Theater', 'Company', 'Funny', 'Die', 'College', 'Humor'], ['Lies', 'Lies', 'Parks', 'Comedians'], ['as', 'well', 'recently', 'recently', 'also'], [], []]"
midlife circus,"[['witness', 'enraptured', 'first-hand', 'mind-boggling', 'mental', 'irreverent', 'second', 'nervous', 'weak', 'right', 'feature', 'big'], [], [], ['Midlife', 'Circus', 'Grayest', 'Show', 'Earth', 'Ladies', 'Midlife', 'Circus', 'Grayest', 'Show', 'Earth', 'Be', 'Become', 'Midlife', 'Circus', 'Come', 'Grayest', 'Show', 'Earth', 'Talon', 'Saucerman', 'Dr.', 'Kevin', 'Fitzgerald', 'Nancy', 'Norton', 'Bob', 'Meddles', 'Midlife', 'Circus', 'Grayest', 'Show', 'Earth', 'Please'], [], ['right', 'up', 'so', 'right', 'up'], [], []]"
mike birbiglia,"[['comedian', 'award-winning', 'one-man', 'standup', 'enjoyable', 'critic', 'past', 'own', 'unique', 'story-telling', 'standup', 'personal', 'enjoyable', 'laugh-out-loud', 'reflective', 'Comedy', 'available'], ['more'], ['Best'], ['Mike', 'Birbiglia', 'My', 'Girlfriend', '’', 'Boyfriend', 'Sleepwalk', 'Me', 'New', 'York', 'Times', 'My', 'Girlfriend', '’', 'Boyfriend', 'New', 'York', 'Times', 'Time', 'Out', 'New', 'York', 'New', 'York', 'Magazine', 'Birbiglia', 'Time', 'Magazine', 'New', 'York', 'Times', 'A', 'Associated', 'Press', 'Mike', 'Letterman', 'Kimmel', 'Carson', 'Daly', 'Conan', 'Craig', 'Ferguson', 'Jimmy', 'Fallon', 'Comedy', 'Central', 'Specials', 'Have', 'Said', 'Was', 'Nothing', 'Birbiglia', 'Comedy', 'Central', 'My', 'Secret', 'Public', 'Journal', 'Live', 'Albums', 'Decade', 'Onion', 'USA', 'Today', 'Central', 'Records', 'Sleepwalk', 'Me', 'Live', 'Debuted', 'Billboard', 'Mike', 'Me', 'IFC', 'Films', 'DVD'], ['Records'], ['ridiculously', 'supremely', 'earnestly', 'recently', 'now'], [], ['best']]"
mike epps,"[['recent', 'same', 'voice-over', 'comical', 'Other'], [], [], ['Hangover', 'Mike', 'Epps', 'Def', 'Comedy', 'Jam', 'HBO', 'Def', 'Comedy', 'Jams', 'Ice', 'Cube', 'Friday', 'Next', 'Friday', 'Day-Day', 'DJ', 'Pooh', 'Jamie', 'Foxx', 'Bait.Mike', 'Dr.', 'Dolittle', 'Baby', 'Powder', 'How', 'High', 'Ice', 'Cube', 'Benjamins', 'Fighting', 'Cuba', 'Gooding', 'Guess', 'Who', 'Resident', 'Evil', 'Apocalypse', 'Honeymooners', 'Cedric', 'Entertainer'], ['Temptations'], ['first'], [], []]"
mike finoia,"[['stand-up', 'regular'], [], [], ['Mike', 'Finoia', 'New', 'York', 'City', 'TruTV', 'Impractical', 'Jokers', 'Amigo', 'Mike', 'Finoia', 'Sirius', 'XM', 'Bonfire', 'Comedy', 'Central', 'Radio', 'Mike', 'NY', 'Comedy', 'Festival', 'Oddball', 'Comedy', 'Tour', 'Impractical', 'Jokers', 'National', 'Tour', 'Poncho', 'Mike', 'World', 'Amigo', 'Come'], [], [], [], []]"
mike stanley,"[['hilarious', 'enviable', 'penchant', 'brutal', 'healthy', 'insatiable', 'difficult', '“', 'many', 'great', 'many', 'windy', 'incredible', 'high', 'remarkable'], ['more', 'more'], [], ['WRY', 'WITTY', 'CUNNING', 'AND', 'CRASS', 'Detroit', 'Mike', 'Stanley', 'Stanley', 'Stanley', 'Stanley', 'Best', 'Chicago', 'Stand-up', 'Comedian', '”', 'Peoples', 'Choice', 'Chicago', 'Reader', '“', 'Best', 'Detroit', 'Comedian', '”', 'HOUR', 'Magazine', 'Mike', 'Just', 'Laughs', 'Comedy', 'Festival', 'Adam', 'Carolla', 'Show', 'Funny', 'Die', 'Odd', 'Ball', 'Comedy', 'Fest', 'Mike', 'Jerry', 'Seinfeld', 'Robin', 'Williams', 'Al', 'Madrigal', 'Jim', 'Gaffigan', 'Bill', 'Burr', 'Dave', 'Attell', 'Doug', 'Stanhope', 'Larry', 'Miller', 'Andy', 'Kindler', 'Artie', 'Lange', 'Christopher', 'Titus', 'Motown', 'Chicago', 'Mike'], [], ['quite', 'pretty', 'just', 'not', 'Originally', 'constantly', 'domestically', 'internationally', ""n't"", 'too'], [], []]"
mike vecchione,"[['show', 's', 'prestigious', 'other', 'semi-finalist', 'Last', 'own'], [], [], ['Mike', 'Vecchione', 'Comedy', 'Central', 'Live', 'Gotham', 'Comedy', 'Central', 'Fresh', 'Face', 'Debates', 'Russell', 'Simmons', 'El', 'Rey', 'Theatre', 'Mike', 'IFC', 'Z', 'Rock', 'Mike', 'People', '’', 'Choice', 'Award', 'New', 'York', 'Comedy', 'Festival', 'Montreal', 'Comedy', 'Festival', 'New', 'Faces', 'Mike', 'NBC', '’', 'Comic', 'Standing', 'Comedy', 'Central', '’', 'Comedy', 'Underground', 'Dave', 'Attell', 'Comics', 'Unleashed', 'Byron', 'Allen', 'Inside', 'Amy', 'Schumer', 'TruTV', '’', 'Comedy', 'Knockout', 'Mike', 'Tonight', 'Show', 'Jay', 'Leno', 'Jimmy', 'Fallon', 'Conan', 'TBS', 'Vecchione', 'Half', 'Hour', 'Special', 'Comedy', 'Central', 'Muscle', 'Confusion', 'Worst', 'Kind', 'Thoughtful'], [], ['also', 'As', 'far', 'back', 'as', 'well'], [], []]"
mike e winfield,"[['exclusive', 'stand-up', 'special', 'available', 'stand-up', 'big', 'opposite', 'first', 'national', 'Great', 'American'], [], [], ['Catch', 'Mike', 'E.', 'Winfield', '’', 'Denver', 'Amazon', 'Original', 'StepMan', 'Amazon', 'Prime', 'Friday', 'August', 'Mike', 'E.', 'Winfield', 'Brad', 'Paisley', '’', 'Comedy', 'Rodeo', 'Netflix', 'Original', 'Late', 'Show', 'Winfield', 'NBC', '’', 'Office', 'Showtime', '’', 'Borders', 'Arsenio', 'Hall', 'Show', 'Comedy', 'Central', '’', 'Live', 'Gotham', 'Mike', 'E.', 'Has', 'Pimp', 'Keke', 'Palmer', 'DMX', 'Ball', 'Busters', 'Satanic', 'Panic', 'Winfield', '’', 'NBC', 'Diversity', 'Showcase', 'Comedy', 'Festival', 'Johnny', 'Carson', '’', 'Norfolk', 'NE', 'Mike', 'E.', 'Winfield', '’', 'America', 'Please'], [], ['currently', 'also', 'also'], [], []]"
miranda sings,"[['quirky', 'one-woman', 'hilarious', 'onstage', 'dramatic', 'own', 'hate', 'lipstick-smeared', 'epileptic', 'eye-browed', 'crooked-smiling', 'live', 'quirky', 'native', 'Mirfandas'], [], [], ['Miranda', 'Sings', 'International', 'YouTube', 'Comedy', 'Works', 'YouTube', 'New', 'York', 'London', 'San', 'Francisco', 'Los', 'Angeles', 'Miami', 'Chicago', 'Salt', 'Lake', 'City', 'Dublin', 'Sydney', 'California', 'Colleen', 'Ballinger'], [], ['not'], [], []]"
mitch fatel,"[['friendly', 'mischievous', 'extensive', 'late', 'such', 'Late', 'one-hour', 'special', 'stand-up'], [], ['best', 'Best', 'Most', 'newest'], ['Mitch', 'Fatel', 'Mitch', 'Mitch', 'Comedy', 'Central', '’', 'David', 'Letterman', 'Tonight', 'Show', 'Fatel', 'HBO', 'Aspen', 'Comedy', 'Festival', 'Mitch', 'Bad-Girls', 'Netflix', 'PUNCH-lines', 'Podcast', 'Punchlinespodcast.com', 'Please'], [], ['just', 'quickly', 'then', 'only', 'away', 'truly', 'just', 'never', 'really', 'nows', 'too', 'almost', 'recently', 'currently'], [], []]"
mitch fatel holiday showcase,"[['s', 'national', 'separate', 'first', 'second'], [], ['best'], ['Mitch', 'Fatel', '’', 'Comedy', 'Works', 'Naughty', 'Nice', 'Holiday', 'Show', 'Mitch', 'Fatel', 'Holiday', 'Showcase', 'Comedy', 'Works', 'Six', 'NICE', 'G', 'PG', 'Family', 'NAUGHTY', 'R', 'FOUR', 'Material', 'Delivery', 'Originality', 'Laughs', 'Mitch'], [], ['friendly', 'barred', 'best'], [], []]"
mitch fatel naughty nice showcase,"[['unique', 'national', 'separate', 'first', 'second', 'professional', 'lucky', 'comedian', 'upcoming'], [], ['best'], ['COMEDIANS', 'TWO', 'SETS', 'ONE', 'PURE', 'SWEET', 'ONE', 'FILTHY', 'AS', 'F**K', 'Mitch', 'Fatel', 'Comedy', 'Works', 'Six', 'Naughty', 'Nice', 'Showcase', 'NICE', 'G', 'PG', 'Family', 'NAUGHTY', 'R', 'X', 'Works'], ['DOING'], ['friendly', 'barred', 'best'], [], []]"
mitch fatel valentine showcase,"[['national', 'compete', 'separate', 'first', 'second', 'Every', 'arbitrary', 'onstage', 'sweet', 'curse', 'vulgar', 'sour', 'total'], [], ['best'], ['Mitch', 'Fatel', 'Valentine', 'Showcase', 'Comedy', 'Works', 'Six', 'SWEET', 'G', 'PG', 'Family', 'SOUR', 'R', 'Mitch', 'Date', 'Night', 'SWEET', 'SOUR', 'Valentines', 'Material', 'Delivery', 'Originality', 'Laughs', 'Mitch', 'SOUR', 'Mitch', 'Mitch', 'Date', 'Night', 'Please'], [], ['friendly', 'barred', 'immediately', 'then'], [], []]"
mo amer,"[['s', 'right', 'Arab-American', 'truly', 'original', 'stand-up', 'prestigious', 'unique', 'global', 'hilarious', 'personal', 'curious', 'two-dozen', 'first', 'Arab-American', 'comic', 'numerous', 'late', 'major', 'original', 'first', 'one-hour', 'stand-up'], [], [], ['Mo', 'Amer', '’', 'Mo', 'Dave', 'Chappelle', 'Just', 'Laughs', 'Festival', 'Montreal', 'Mo', 'Mo', '’', 'Mo', 'U.S.', 'Allah', 'Made', 'Me', 'Funny', 'Official', 'Muslim', 'Comedy', 'Tour', 'Mo', 'Comedy', 'Central', '’', '@', 'CBS', '’', 'Late', 'Night', 'Stephen', 'Colbert', 'HBO', '’', 'Crashing', 'Bassem', 'Youssef', '’', 'Al-Bernameg', 'Daily', 'Show', 'Egypt', 'Comedy', 'Central', 'Presents', 'CC', 'Arabia', 'Mo', 'New', 'York', 'Times', 'Rolling', 'Stone', 'Guardian', 'Rolling', 'Stones', '“', '”', 'Mo'], ['Comedians'], ['exactly', 'now', 'already', 'only', 'overseas', 'as', 'well', 'recently', 'also', 'also'], ['later'], []]"
mo mandel,"[['talented', 'young', 'opposite', 'such', 'own', 'first', 'live'], [], [], ['Mo', 'Mandel', 'Chelsea', 'Lately', 'Hank', 'Azaria', 'NBC', 'Free', 'Agents', 'Mandel', 'Modern', 'Family', 'Happy', 'Endings', 'Conan', 'Late', 'Late', 'Show', 'Craig', 'Ferguson', 'Comedy', 'Central', 'Half', 'Hour', 'Special', 'Mandel', 'M', 'Word', '”', 'Comedy', 'Works', 'Comedy', 'Central', 'Records'], [], ['regularly', 'also', 'highly', 'just'], [], []]"
monroe martin,"[['wouldn', 's', 'laughable', 'foster', 'dysfunctional', 'll', 'open', 'universalizes', 'colorful', 'imaginative', 'hard', 'Last', 'top', 'second', 'late', 'guest-starring'], [], [], ['Monroe', 'Martin', 'Philadelphia', '’', 'Monroe', '’', 'Watch', 'Monroe', 'Monroe', '’', 'Monroe', 'Martin', 'NBC', '’', 'Comic', 'Standing', 'Adam', 'Devine', '’', 's', 'House', 'Party', 'Comedy', 'Central', 'Tonight', 'Show', 'Jimmy', 'Fallon', 'Monroe', 'MTV2', '’', 'Guy', 'Code', 'MTV2', '’', 'Joking', 'Off', 'Monroe', 'TRU', 'TV', '’', 'Comedy', 'KO', 'Big', 'Jay', 'Oakerson', '’', 'WYFD', 'Seeso.com', 'Monroe', 'Netflix', 'Master', 'Jim', 'Gaffigan', 'Show'], [], ['typically', 'also', 'also'], [], []]"
monty franklin,"[['Australian', 'born', 'stand-up', 'live', 'third', 'Australian', 'fourth', 'unique', 'weekly', 'first'], [], ['Most'], ['Monty', 'Franklin', 'LA', 'Monty', 'Monty', 'FOX', '’', 'New', 'Girl', 'Hulu', '’', 'Becoming', 'Bond', 'Hollywood', 'Darlings', 'AXS', 'TV', 'Live', 'Gotham', 'Australia', 'Channel', '’', 'Circle', 'Foxtel', '’', 'Stand', 'Up', 'Australia', 'Best', 'Stand', 'Up', 'Comedy', 'Gold', 'Rob', 'Schneider', '’', 'Netflix', 'Real', 'Rob', 'Monty', 'No', 'Monkeys', 'Bikes', 'Manny', 'Australia', 'UpLate', 'Comedy', 'Travel', 'Show', 'Melbourne', '’', 'Fox', 'FM', 'Monty', 'Something', 'Will', 'Happen', 'Rob', 'Schneider', 'Catch', 'Vinnie', 'Montez', 'Wednesday', 'August', 'Please'], ['Americans'], ['now', 'also', 'as', 'well', 'also', 'recently', 'currently'], [], []]"
moses storm,"[['talented', 'new', 'upcoming', 'late', 'Last', 'high-concept', 'upcoming', 'numerous', 'such', 'acclaimed', 'prestigious', '“', 'large', 'social', 'viral', 'own', 'hilarious', 'other', 'social', 'interactive', 'half-hour', 'inspiring', 'unconventional', 'interactive'], [], [], ['Storm', 'Youth', 'Consequences', 'YouTube', 'Red', 'Arrested', 'Development', 'Netflix', 'September', 'CONAN', 'Moses', 'NBC', '’', 'Comic', 'Standing', 'Universal', 'Unfriended', 'Adam', 'Sandler', '’', 'Netflix', 'Who', 'Moses', 'Comedy', 'Central', '’', 'Period', 'MTV', '’', 'Out', 'Moses', 'Moth', '’', 'GrandSLAM', 'New', 'Face', '”', 'Just', 'Laughs', 'Montreal', 'Moses', 'Moses', 'Storm', 'LAX', 'Chilli', '“', 'Terminally', 'Chill', 'Birthday', '”', 'Modern', 'Millennial', '”', 'Kickstarter', 'Downtown', 'LA'], [], ['also', 'Previously', 'recently', 'recently', 'currently', 'fully', 'there'], [], []]"
moshe kasher,"[['popular', 'Late', 's', 'prestigious', 'comedian', 'talented', 'several', 'comedic', 's', 'smart', 'self-deprecating', 'comedic'], [], ['most'], ['Moshe', 'Kasher', 'Night', 'Jimmy', 'Fallon', 'Comedy', 'Central', '’', 'Live', 'Gotham', 'John', 'Oliver', '’', 'New', 'York', 'Standup', 'Show', 'E', 'Chelsea', 'Lately', 'FOX', '’', 'Traffic', 'Light', '’', 'Montreal', '’', 'Just', 'Laughs', '“', 'Best', 'New', 'Faces', 'Aspen', 'Rooftop', 'Comedy', 'Festival', 'Colorado', 'Cat', 'Laughs', 'Kilkenny', 'Ireland', 'South', 'Southwest', 'Festival', 'SF', 'Sketchfest', 'Melbourne', 'Comedy', 'Festival', 'Australia', 'NBC', 'New', 'Normal', 'Co-host', 'Champs', 'NBC', '“', 'Best', 'New', 'Comic', 'Year', 'Everything', 'East', 'Bay', 'Express', 'Moshe', 'Kasher', 'Rye', 'Moshe'], [], ['quickly', 'also', 'very', 'viciously'], [], ['most']]"
mothers day,"[['stand-up', 'second', 'Great', 'American', '720-274-6868', 'Be'], [], [], ['Celebrate', 'Mother', 'Day', 'Pat', 'McGann', 'CLEAN', 'FAMILY', 'SHOW', 'AGES', 'Pat', 'McGann', 'Chicago', 'Late', 'Show', 'David', 'Letterman', 'Pat', 'Emmy', 'Chicago', 'Stand', 'Up', 'Project', 'Comedy', 'Festival', 'Laugh', 'Fest', 'Lucille', 'Ball', 'Comedy', 'Festival', 'Bob', 'Tom', 'Show', 'AXS-TV', '’', 'Gotham', 'Comedy', 'Live', 'McGann', '’', 'Sounds', 'Good', 'Sirius/XM', 'Lucy', 'Restaurant', '[', 'Mother', 'Day', 'Brunch'], [], ['nationally', 'as', 'well'], [], []]"
myq kaplan,"[['own', 'half-hour', 'special', 'one-hour', 'Last', 'top', 'best-selling', 'possible', 'other', 'future', 'unblinkingly.'], ['more'], ['most', 'best'], ['Myq', 'Kaplan', 'Myq', 'Kaplan', 'Mike', '”', 'Myq', 'Tonight', 'Show', 'Conan', 'Late', 'Show', 'David', 'Letterman', 'Late', 'Night', 'Seth', 'Comedy', 'Central', 'Presents', 'Netflix', 'Small', 'Dork', 'Handsome', 'Myq', 'Comic', 'Standing', 'America', 'Got', 'Talent', 'Myq', '’', 'Hang', 'Out', 'Me', 'Keith', 'Girl', 'Meat', 'Robot', 'Vegan', 'Mind', 'Meld', '’', 'Magazine', '’', 'Myq', 'Kaplan', '”', 'Check'], ['Meyers', 'Comedians'], ['recently', 'relentlessly', 'methodically', 'and/or', 'however'], [], []]"
